"","ONDA","mulher","idade","ensino","bolsonaro","tratamento","frame_silente_ganhos","frame_saliente_perdas","op_previdência_AFAVOR","region"
"5629","5",0,29,3,5,"0",NA,NA,0,"Sudeste"
"5630","5",1,23,2,4,"0",NA,NA,0,"Centro-Oeste"
"5631","5",0,28,3,NA,"1",1,NA,1,"Sul"
"5632","5",1,65,3,1,"1",1,NA,1,"Sudeste"
"5633","5",0,51,2,2,"2",NA,2,0,"Sudeste"
"5634","5",1,58,2,4,"0",NA,NA,NA,"Sudeste"
"5635","5",1,63,2,2,"0",NA,NA,1,"Sudeste"
"5636","5",0,69,3,2,"1",2,NA,0,"Nordeste"
"5637","5",0,30,2,5,"0",NA,NA,0,"Nordeste"
"5638","5",0,43,2,3,"2",NA,2,0,"Sul"
"5639","5",0,24,2,4,"1",2,NA,0,"Sudeste"
"5640","5",1,72,3,2,"1",1,NA,1,"Centro-Oeste"
"5641","5",0,66,2,NA,"1",3,NA,NA,"Sudeste"
"5642","5",0,45,2,NA,"2",NA,4,NA,"Nordeste"
"5643","5",0,25,2,4,"1",3,NA,NA,"Sudeste"
"5644","5",1,47,3,1,"1",1,NA,1,"Sudeste"
"5645","5",1,58,3,5,"1",2,NA,0,"Sudeste"
"5646","5",1,71,3,1,"1",1,NA,1,"Sudeste"
"5647","5",0,53,2,3,"0",NA,NA,0,"Sul"
"5648","5",0,19,2,5,"0",NA,NA,0,"Sudeste"
"5649","5",0,21,2,3,"2",NA,2,0,"Sudeste"
"5650","5",1,65,3,1,"1",1,NA,1,"Sudeste"
"5651","5",1,68,3,1,"0",NA,NA,1,"Sul"
"5652","5",0,23,3,5,"1",2,NA,0,"Sudeste"
"5653","5",0,37,3,5,"1",2,NA,0,"Nordeste"
"5654","5",0,23,2,3,"1",1,NA,1,"Sudeste"
"5655","5",0,72,3,4,"2",NA,3,NA,"Centro-Oeste"
"5656","5",1,83,3,5,"1",3,NA,NA,"Nordeste"
"5657","5",0,37,3,5,"0",NA,NA,0,"Sudeste"
"5658","5",1,73,3,1,"1",1,NA,1,"Sudeste"
"5659","5",1,82,1,2,"1",1,NA,1,"Sudeste"
"5660","5",0,24,2,3,"2",NA,2,0,"Sudeste"
"5661","5",1,24,2,3,"1",3,NA,NA,"Sudeste"
"5662","5",0,76,3,5,"1",1,NA,1,"Sul"
"5663","5",0,26,3,3,"1",1,NA,1,"Sul"
"5664","5",1,68,2,1,"2",NA,2,0,"Sudeste"
"5665","5",1,24,2,3,"1",1,NA,1,"Sudeste"
"5666","5",0,24,3,3,"0",NA,NA,0,"Centro-Oeste"
"5667","5",0,47,1,5,"1",4,NA,NA,"Sudeste"
"5668","5",1,70,3,5,"2",NA,2,0,"Nordeste"
"5669","5",1,71,3,3,"2",NA,2,0,"Nordeste"
"5670","5",1,66,3,4,"1",1,NA,1,"Sudeste"
"5671","5",0,18,2,5,"1",4,NA,NA,"Centro-Oeste"
"5672","5",0,73,3,1,"2",NA,1,1,"Sudeste"
"5673","5",0,69,3,5,"0",NA,NA,0,"Nordeste"
"5674","5",0,24,2,5,"2",NA,2,0,"Sudeste"
"5675","5",1,59,3,5,"0",NA,NA,0,"Sudeste"
"5676","5",0,21,2,4,"1",3,NA,NA,"Sudeste"
"5677","5",1,73,3,NA,"1",3,NA,NA,"Sudeste"
"5678","5",1,56,2,5,"2",NA,2,0,"Sudeste"
"5679","5",0,43,2,4,"2",NA,2,0,"Sudeste"
"5680","5",0,41,2,3,"1",1,NA,1,"Centro-Oeste"
"5681","5",0,42,3,3,"0",NA,NA,NA,"Sul"
"5682","5",1,57,2,2,"2",NA,1,1,"Nordeste"
"5683","5",0,23,2,1,"0",NA,NA,NA,"Sudeste"
"5684","5",0,19,2,3,"0",NA,NA,NA,"Norte"
"5685","5",1,22,2,1,"2",NA,1,1,"Sudeste"
"5686","5",0,36,2,2,"1",1,NA,1,"Nordeste"
"5687","5",0,18,2,5,"0",NA,NA,NA,"Sudeste"
"5688","5",1,24,2,5,"2",NA,3,NA,"Sudeste"
"5689","5",0,53,1,2,"2",NA,2,0,"Sul"
"5690","5",0,22,3,3,"1",4,NA,NA,"Sudeste"
"5691","5",1,45,2,5,"0",NA,NA,0,"Sudeste"
"5692","5",0,52,2,NA,"2",NA,4,NA,"Sudeste"
"5693","5",1,56,2,4,"1",1,NA,1,"Nordeste"
"5694","5",1,64,3,5,"2",NA,2,0,"Nordeste"
"5695","5",0,18,2,1,"1",1,NA,1,"Sudeste"
"5696","5",0,65,3,2,"0",NA,NA,1,"Sul"
"5697","5",0,20,2,NA,"2",NA,2,0,"Sudeste"
"5698","5",1,24,2,1,"2",NA,3,NA,"Sudeste"
"5699","5",0,64,2,5,"1",3,NA,NA,"Sudeste"
"5700","5",0,25,3,4,"2",NA,2,0,"Centro-Oeste"
"5701","5",0,24,2,NA,"1",1,NA,1,"Sudeste"
"5702","5",0,22,3,5,"2",NA,3,NA,"Sudeste"
"5703","5",0,42,2,5,"0",NA,NA,0,"Sudeste"
"5704","5",0,60,2,1,"0",NA,NA,0,"Nordeste"
"5705","5",1,49,3,5,"1",3,NA,NA,"Sudeste"
"5706","5",0,37,2,4,"0",NA,NA,NA,"Sul"
"5707","5",0,27,2,5,"1",3,NA,NA,"Sudeste"
"5708","5",0,45,2,5,"1",2,NA,0,"Sudeste"
"5709","5",1,57,3,2,"2",NA,1,1,"Sudeste"
"5710","5",1,61,2,5,"2",NA,2,0,"Nordeste"
"5711","5",0,57,3,4,"0",NA,NA,NA,"Sudeste"
"5712","5",1,46,2,4,"1",3,NA,NA,"Nordeste"
"5713","5",0,26,2,4,"0",NA,NA,NA,"Norte"
"5714","5",0,30,3,5,"2",NA,2,0,"Sul"
"5715","5",0,28,2,4,"2",NA,3,NA,"Centro-Oeste"
"5716","5",0,25,2,3,"2",NA,3,NA,"Sul"
"5717","5",0,25,3,5,"0",NA,NA,0,"Sudeste"
"5718","5",0,20,2,5,"0",NA,NA,NA,"Sudeste"
"5719","5",0,34,3,5,"2",NA,2,0,"Norte"
"5720","5",1,24,2,4,"1",1,NA,1,"Nordeste"
"5721","5",1,52,2,2,"2",NA,1,1,"Sudeste"
"5722","5",0,39,3,5,"1",2,NA,0,"Sul"
"5723","5",0,19,2,5,"1",1,NA,1,"Sudeste"
"5724","5",1,62,2,1,"0",NA,NA,1,"Sudeste"
"5725","5",0,66,3,2,"1",1,NA,1,"Sudeste"
"5726","5",1,69,3,2,"0",NA,NA,1,"Sudeste"
"5727","5",1,24,3,3,"1",1,NA,1,"Sudeste"
"5728","5",0,28,3,5,"0",NA,NA,NA,"Sul"
"5729","5",1,61,1,1,"2",NA,2,0,"Nordeste"
"5730","5",1,23,2,2,"1",1,NA,1,"Sul"
"5731","5",0,47,2,2,"1",3,NA,NA,"Sul"
"5732","5",1,32,2,3,"2",NA,1,1,"Sul"
"5733","5",0,23,2,NA,"1",3,NA,NA,"Sudeste"
"5734","5",0,23,2,3,"0",NA,NA,NA,"Sudeste"
"5735","5",0,32,3,5,"2",NA,2,0,"Nordeste"
"5736","5",1,45,3,1,"2",NA,2,0,"Sudeste"
"5737","5",0,23,3,5,"0",NA,NA,0,"Sudeste"
"5738","5",1,46,2,5,"1",2,NA,0,"Sudeste"
"5739","5",0,55,3,1,"0",NA,NA,1,"Sudeste"
"5740","5",1,39,2,5,"2",NA,2,0,"Norte"
"5741","5",0,23,2,5,"1",2,NA,0,"Sudeste"
"5742","5",0,32,3,5,"2",NA,1,1,"Centro-Oeste"
"5743","5",1,36,3,2,"1",1,NA,1,"Centro-Oeste"
"5744","5",0,24,2,2,"1",3,NA,NA,"Sudeste"
"5745","5",0,22,2,4,"2",NA,2,0,"Sudeste"
"5746","5",0,59,2,1,"2",NA,4,NA,"Sudeste"
"5747","5",0,27,3,4,"2",NA,3,NA,"Centro-Oeste"
"5748","5",0,32,3,2,"1",2,NA,0,"Sudeste"
"5749","5",0,40,2,5,"0",NA,NA,0,"Sudeste"
"5750","5",1,46,3,2,"2",NA,2,0,"Sul"
"5751","5",1,54,2,1,"1",1,NA,1,"Nordeste"
"5752","5",1,29,1,NA,"0",NA,NA,NA,"Nordeste"
"5753","5",0,67,3,5,"1",3,NA,NA,"Sul"
"5754","5",1,37,2,1,"2",NA,1,1,"Sul"
"5755","5",0,32,3,5,"0",NA,NA,0,"Nordeste"
"5756","5",0,40,2,5,"2",NA,3,NA,"Sul"
"5757","5",0,54,3,5,"2",NA,2,0,"Sudeste"
"5758","5",1,63,2,NA,"0",NA,NA,NA,"Sudeste"
"5759","5",0,54,2,5,"2",NA,2,0,"Sudeste"
"5760","5",1,56,2,1,"0",NA,NA,1,"Nordeste"
"5761","5",0,32,3,2,"1",3,NA,NA,"Norte"
"5762","5",1,65,3,2,"1",1,NA,1,"Nordeste"
"5763","5",1,72,3,5,"0",NA,NA,0,"Sul"
"5764","5",0,44,2,3,"0",NA,NA,NA,"Sudeste"
"5765","5",0,47,2,5,"1",3,NA,NA,"Nordeste"
"5766","5",0,78,2,1,"1",1,NA,1,"Sudeste"
"5767","5",1,58,2,1,"0",NA,NA,1,"Sudeste"
"5768","5",0,19,2,1,"0",NA,NA,1,"Sudeste"
"5769","5",0,20,2,NA,"0",NA,NA,0,"Centro-Oeste"
"5770","5",0,32,3,4,"1",1,NA,1,"Sudeste"
"5771","5",0,34,2,3,"2",NA,2,0,"Centro-Oeste"
"5772","5",0,28,3,5,"1",3,NA,NA,"Sudeste"
"5773","5",0,23,2,5,"1",1,NA,1,"Sudeste"
"5774","5",0,31,3,5,"0",NA,NA,0,"Nordeste"
"5775","5",1,76,2,2,"2",NA,1,1,"Sul"
"5776","5",1,48,3,5,"2",NA,2,0,"Nordeste"
"5777","5",1,39,2,4,"1",2,NA,0,"Sul"
"5778","5",0,30,2,5,"2",NA,2,0,"Norte"
"5779","5",1,57,3,5,"2",NA,2,0,"Sudeste"
"5780","5",0,59,2,NA,"1",1,NA,1,"Sudeste"
"5781","5",0,31,2,3,"2",NA,1,1,"Norte"
"5782","5",1,54,2,5,"1",2,NA,0,"Sudeste"
"5783","5",1,23,2,5,"2",NA,2,0,"Nordeste"
"5784","5",0,50,2,5,"0",NA,NA,0,"Sudeste"
"5785","5",0,25,2,5,"1",1,NA,1,"Sudeste"
"5786","5",1,58,2,2,"2",NA,1,1,"Sudeste"
"5787","5",1,49,3,4,"1",2,NA,0,"Sudeste"
"5788","5",0,18,2,5,"1",3,NA,NA,"Sudeste"
"5789","5",0,32,2,1,"1",3,NA,NA,"Norte"
"5790","5",1,45,3,2,"1",1,NA,1,"Nordeste"
"5791","5",0,23,2,5,"2",NA,2,0,"Sudeste"
"5792","5",0,25,2,3,"1",4,NA,NA,"Sul"
"5793","5",0,68,2,3,"0",NA,NA,NA,"Sul"
"5794","5",1,50,1,3,"2",NA,2,0,"Sul"
"5795","5",1,49,2,2,"1",3,NA,NA,"Centro-Oeste"
"5796","5",0,50,2,5,"2",NA,2,0,"Sudeste"
"5797","5",0,44,3,1,"2",NA,4,NA,"Nordeste"
"5798","5",1,74,3,1,"1",1,NA,1,"Sul"
"5799","5",1,68,3,5,"1",2,NA,0,"Nordeste"
"5800","5",0,51,3,4,"0",NA,NA,0,"Nordeste"
"5801","5",0,32,3,5,"0",NA,NA,0,"Sudeste"
"5802","5",0,24,3,5,"0",NA,NA,NA,"Sudeste"
"5803","5",0,65,2,5,"1",2,NA,0,"Sul"
"5804","5",0,32,2,3,"2",NA,2,0,"Nordeste"
"5805","5",1,51,3,3,"2",NA,1,1,"Sudeste"
"5806","5",1,66,3,5,"1",1,NA,1,"Sudeste"
"5807","5",1,28,2,5,"0",NA,NA,0,"Nordeste"
"5808","5",0,35,3,3,"1",3,NA,NA,"Sul"
"5809","5",0,60,3,NA,"1",2,NA,0,"Nordeste"
"5810","5",0,56,3,5,"2",NA,2,0,"Sul"
"5811","5",0,36,2,5,"2",NA,2,0,"Sudeste"
"5812","5",1,22,2,NA,"0",NA,NA,NA,"Nordeste"
"5813","5",1,41,2,3,"2",NA,3,NA,"Nordeste"
"5814","5",1,56,3,NA,"0",NA,NA,0,"Sul"
"5815","5",1,47,2,2,"0",NA,NA,0,"Sudeste"
"5816","5",0,20,2,5,"1",2,NA,0,"Sudeste"
"5817","5",1,64,2,5,"1",2,NA,0,"Sul"
"5818","5",0,23,3,4,"2",NA,3,NA,"Sudeste"
"5819","5",0,37,3,5,"2",NA,2,0,"Sudeste"
"5820","5",1,57,2,5,"1",2,NA,0,"Sudeste"
"5821","5",0,24,3,5,"0",NA,NA,0,"Sudeste"
"5822","5",0,25,2,3,"0",NA,NA,1,"Sul"
"5823","5",1,61,3,2,"0",NA,NA,1,"Nordeste"
"5824","5",0,65,2,5,"2",NA,3,NA,"Sudeste"
"5825","5",1,43,3,NA,"1",3,NA,NA,"Nordeste"
"5826","5",1,46,2,1,"2",NA,1,1,"Sudeste"
"5827","5",0,36,3,5,"1",2,NA,0,"Nordeste"
"5828","5",0,32,2,5,"0",NA,NA,0,"Sudeste"
"5829","5",0,29,3,5,"1",3,NA,NA,"Sudeste"
"5830","5",0,55,3,3,"2",NA,2,0,"Sudeste"
"5831","5",0,28,3,3,"0",NA,NA,1,"Sul"
"5832","5",1,39,2,NA,"1",3,NA,NA,"Nordeste"
"5833","5",0,32,2,3,"0",NA,NA,NA,"Norte"
"5834","5",0,53,3,4,"0",NA,NA,0,"Nordeste"
"5835","5",0,25,2,5,"2",NA,2,0,"Norte"
"5836","5",0,39,3,5,"2",NA,2,0,"Sudeste"
"5837","5",1,39,3,5,"2",NA,2,0,"Sudeste"
"5838","5",1,41,2,1,"0",NA,NA,0,"Sudeste"
"5839","5",0,22,2,5,"2",NA,2,0,"Centro-Oeste"
"5840","5",1,23,2,5,"1",2,NA,0,"Nordeste"
"5841","5",1,60,2,2,"0",NA,NA,0,"Nordeste"
"5842","5",1,48,3,5,"0",NA,NA,0,"Nordeste"
"5843","5",0,58,3,5,"2",NA,2,0,"Nordeste"
"5844","5",0,33,3,5,"0",NA,NA,NA,"Nordeste"
"5845","5",1,51,3,5,"0",NA,NA,0,"Centro-Oeste"
"5846","5",1,45,3,5,"0",NA,NA,0,"Sul"
"5847","5",0,69,2,3,"1",1,NA,1,"Nordeste"
"5848","5",0,45,3,1,"1",1,NA,1,"Sul"
"5849","5",1,58,2,1,"2",NA,1,1,"Sudeste"
"5850","5",1,48,3,5,"2",NA,1,1,"Sudeste"
"5851","5",0,58,2,4,"0",NA,NA,NA,"Norte"
"5852","5",0,31,2,4,"2",NA,2,0,"Sudeste"
"5853","5",0,27,3,4,"1",1,NA,1,"Nordeste"
"5854","5",0,41,2,4,"0",NA,NA,0,"Sudeste"
"5855","5",0,24,3,5,"1",1,NA,1,"Sudeste"
"5856","5",1,31,2,4,"1",1,NA,1,"Sudeste"
"5857","5",1,21,2,4,"2",NA,3,NA,"Norte"
"5858","5",1,45,2,4,"1",3,NA,NA,"Sudeste"
"5859","5",0,28,3,5,"1",3,NA,NA,"Nordeste"
"5860","5",1,55,2,5,"2",NA,2,0,"Sul"
"5861","5",1,18,2,2,"0",NA,NA,0,"Norte"
"5862","5",0,23,2,4,"2",NA,2,0,"Norte"
"5863","5",0,60,2,4,"2",NA,2,0,"Nordeste"
"5864","5",0,21,2,5,"1",2,NA,0,"Sudeste"
"5865","5",1,66,2,5,"2",NA,2,0,"Sul"
"5866","5",0,30,2,1,"0",NA,NA,1,"Sudeste"
"5867","5",0,39,1,1,"0",NA,NA,NA,"Nordeste"
"5868","5",0,26,2,4,"1",3,NA,NA,"Nordeste"
"5869","5",1,19,2,2,"2",NA,3,NA,"Nordeste"
"5870","5",1,63,2,1,"2",NA,2,0,"Sudeste"
"5871","5",1,22,2,5,"1",1,NA,1,"Sudeste"
"5872","5",0,20,2,3,"1",3,NA,NA,"Norte"
"5873","5",0,46,2,4,"0",NA,NA,0,"Sudeste"
"5874","5",1,21,2,5,"0",NA,NA,NA,"Sul"
"5875","5",0,26,3,3,"0",NA,NA,1,"Centro-Oeste"
"5876","5",1,20,2,4,"2",NA,3,NA,"Norte"
"5877","5",0,32,2,5,"2",NA,2,0,"Nordeste"
"5878","5",0,39,3,2,"1",1,NA,1,"Centro-Oeste"
"5879","5",0,20,2,4,"1",1,NA,1,"Norte"
"5880","5",1,48,3,1,"0",NA,NA,1,"Norte"
"5881","5",1,24,2,5,"1",2,NA,0,"Sudeste"
"5882","5",0,23,2,5,"1",2,NA,0,"Centro-Oeste"
"5883","5",0,25,3,5,"1",3,NA,NA,"Nordeste"
"5884","5",0,27,3,5,"0",NA,NA,NA,"Sul"
"5885","5",1,23,2,3,"2",NA,3,NA,"Norte"
"5886","5",0,24,2,5,"2",NA,2,0,"Sudeste"
"5887","5",1,31,2,2,"2",NA,3,NA,"Sudeste"
"5888","5",0,19,2,5,"1",1,NA,1,"Sudeste"
"5889","5",1,56,2,5,"0",NA,NA,0,"Sul"
"5890","5",0,42,3,5,"2",NA,2,0,"Sul"
"5891","5",1,53,3,2,"0",NA,NA,1,"Sudeste"
"5892","5",1,43,3,2,"2",NA,1,1,"Sudeste"
"5893","5",0,34,1,4,"2",NA,3,NA,"Sudeste"
"5894","5",0,62,2,NA,"2",NA,3,NA,"Sudeste"
"5895","5",0,20,2,5,"2",NA,1,1,"Sudeste"
"5896","5",1,76,2,1,"0",NA,NA,1,"Nordeste"
"5897","5",1,56,2,NA,"0",NA,NA,NA,"Sudeste"
"5898","5",0,24,2,2,"0",NA,NA,NA,"Sudeste"
"5899","5",0,48,3,5,"0",NA,NA,0,"Nordeste"
"5900","5",1,67,3,5,"0",NA,NA,0,"Nordeste"
"5901","5",1,22,2,4,"1",2,NA,0,"Nordeste"
"5902","5",1,51,2,2,"2",NA,2,0,"Sudeste"
"5903","5",1,72,2,3,"2",NA,2,0,"Centro-Oeste"
"5904","5",1,53,2,5,"1",1,NA,1,"Sudeste"
"5905","5",0,29,3,5,"0",NA,NA,0,"Sudeste"
"5906","5",0,23,2,5,"0",NA,NA,0,"Sudeste"
"5907","5",0,27,2,NA,"1",4,NA,NA,"Nordeste"
"5908","5",1,66,3,5,"0",NA,NA,0,"Nordeste"
"5909","5",0,31,2,3,"1",1,NA,1,"Norte"
"5910","5",0,29,2,2,"2",NA,3,NA,"Sudeste"
"5911","5",1,52,2,3,"1",1,NA,1,"Sudeste"
"5912","5",0,31,3,4,"1",3,NA,NA,"Sul"
"5913","5",0,42,3,2,"0",NA,NA,NA,"Sudeste"
"5914","5",1,49,2,2,"2",NA,2,0,"Sudeste"
"5915","5",1,58,3,5,"1",2,NA,0,"Sudeste"
"5916","5",0,25,3,5,"2",NA,2,0,"Sudeste"
"5917","5",1,53,3,5,"1",2,NA,0,"Nordeste"
"5918","5",0,22,2,4,"2",NA,2,0,"Sudeste"
"5919","5",1,66,3,3,"1",1,NA,1,"Sul"
"5920","5",0,54,3,3,"0",NA,NA,0,"Centro-Oeste"
"5921","5",1,56,2,2,"0",NA,NA,1,"Nordeste"
"5922","5",0,26,2,1,"2",NA,3,NA,"Norte"
"5923","5",1,33,2,1,"0",NA,NA,NA,"Norte"
"5924","5",1,52,2,3,"1",1,NA,1,"Sul"
"5925","5",1,23,2,4,"2",NA,1,1,"Sul"
"5926","5",0,26,3,5,"1",2,NA,0,"Sudeste"
"5927","5",1,57,3,3,"1",2,NA,0,"Sul"
"5928","5",1,50,2,3,"0",NA,NA,0,"Nordeste"
"5929","5",0,33,3,NA,"1",4,NA,NA,"Sudeste"
"5930","5",1,51,2,5,"1",2,NA,0,"Nordeste"
"5931","5",0,34,1,5,"2",NA,2,0,"Nordeste"
"5932","5",1,25,3,5,"1",2,NA,0,"Sudeste"
"5933","5",1,47,2,4,"1",2,NA,0,"Sudeste"
"5934","5",1,43,2,1,"1",1,NA,1,"Nordeste"
"5935","5",1,57,2,5,"0",NA,NA,0,"Nordeste"
"5936","5",0,36,3,3,"0",NA,NA,0,"Norte"
"5937","5",1,56,2,NA,"2",NA,3,NA,"Nordeste"
"5938","5",1,55,3,2,"0",NA,NA,1,"Nordeste"
"5939","5",1,62,3,3,"1",1,NA,1,"Sudeste"
"5940","5",0,47,1,5,"0",NA,NA,0,"Sudeste"
"5941","5",0,35,2,2,"1",1,NA,1,"Sudeste"
"5942","5",1,23,2,5,"1",3,NA,NA,"Sul"
"5943","5",1,22,2,5,"0",NA,NA,NA,"Sudeste"
"5944","5",1,58,3,1,"2",NA,1,1,"Sudeste"
"5945","5",1,55,2,1,"2",NA,4,NA,"Sudeste"
"5946","5",1,44,3,5,"1",2,NA,0,"Nordeste"
"5947","5",0,27,3,5,"0",NA,NA,0,"Nordeste"
"5948","5",1,58,2,3,"0",NA,NA,NA,"Sudeste"
"5949","5",0,42,1,1,"0",NA,NA,1,"Sudeste"
"5950","5",0,45,3,5,"1",1,NA,1,"Sudeste"
"5951","5",0,30,3,5,"0",NA,NA,NA,"Centro-Oeste"
"5952","5",1,62,2,5,"2",NA,1,1,"Nordeste"
"5953","5",1,70,2,4,"1",1,NA,1,"Nordeste"
"5954","5",1,54,3,2,"1",2,NA,0,"Centro-Oeste"
"5955","5",1,49,3,5,"2",NA,2,0,"Sul"
"5956","5",0,65,3,5,"0",NA,NA,0,"Sul"
"5957","5",1,20,2,5,"0",NA,NA,0,"Norte"
"5958","5",1,52,3,1,"2",NA,1,1,"Centro-Oeste"
"5959","5",0,22,2,5,"1",1,NA,1,"Sudeste"
"5960","5",1,60,1,5,"1",1,NA,1,"Sudeste"
"5961","5",0,25,3,4,"0",NA,NA,NA,"Sudeste"
"5962","5",0,24,3,5,"0",NA,NA,0,"Centro-Oeste"
"5963","5",1,50,2,1,"1",1,NA,1,"Sudeste"
"5964","5",1,41,3,3,"2",NA,3,NA,"Sudeste"
"5965","5",0,29,2,3,"1",3,NA,NA,"Sul"
"5966","5",0,26,2,NA,"0",NA,NA,NA,"Sul"
"5967","5",1,52,1,5,"0",NA,NA,0,"Centro-Oeste"
"5968","5",1,37,1,1,"2",NA,2,0,"Nordeste"
"5969","5",1,69,1,2,"1",1,NA,1,"Centro-Oeste"
"5970","5",0,29,2,2,"1",1,NA,1,"Centro-Oeste"
"5971","5",1,46,2,3,"1",1,NA,1,"Centro-Oeste"
"5972","5",0,65,3,NA,"1",3,NA,NA,"Sudeste"
"5973","5",0,31,2,4,"1",1,NA,1,"Sudeste"
"5974","5",1,20,3,5,"2",NA,1,1,"Nordeste"
"5975","5",0,23,2,5,"2",NA,2,0,"Sudeste"
"5976","5",1,59,2,5,"0",NA,NA,0,"Sudeste"
"5977","5",1,61,2,3,"0",NA,NA,1,"Sudeste"
"5978","5",0,39,2,NA,"2",NA,3,NA,"Sudeste"
"5979","5",1,72,3,4,"0",NA,NA,0,"Sudeste"
"5980","5",1,24,2,4,"0",NA,NA,0,"Nordeste"
"5981","5",0,22,2,3,"0",NA,NA,NA,"Sudeste"
"5982","5",1,70,2,1,"2",NA,1,1,"Nordeste"
"5983","5",0,23,2,NA,"1",4,NA,NA,"Sudeste"
"5984","5",1,55,3,4,"2",NA,2,0,"Centro-Oeste"
"5985","5",0,24,3,2,"1",1,NA,1,"Sudeste"
"5986","5",1,28,3,4,"1",1,NA,1,"Nordeste"
"5987","5",0,20,2,4,"2",NA,3,NA,"Sudeste"
"5988","5",1,29,2,3,"0",NA,NA,NA,"Sudeste"
"5989","5",0,21,2,NA,"2",NA,2,0,"Sudeste"
"5990","5",1,72,3,4,"0",NA,NA,1,"Nordeste"
"5991","5",0,27,2,5,"1",1,NA,1,"Sudeste"
"5992","5",1,46,2,1,"1",1,NA,1,"Sudeste"
"5993","5",0,20,2,5,"0",NA,NA,0,"Sudeste"
"5994","5",0,27,2,2,"1",1,NA,1,"Sudeste"
"5995","5",0,26,3,5,"0",NA,NA,0,"Nordeste"
"5996","5",0,29,3,5,"2",NA,2,0,"Nordeste"
"5997","5",0,67,2,2,"1",1,NA,1,"Sudeste"
"5998","5",0,39,3,5,"0",NA,NA,0,"Nordeste"
"5999","5",0,18,2,5,"0",NA,NA,NA,"Sudeste"
"6000","5",1,48,3,1,"1",1,NA,1,"Sudeste"
"6001","5",0,56,2,2,"1",1,NA,1,"Sudeste"
"6002","5",1,20,2,2,"2",NA,4,NA,"Centro-Oeste"
"6003","5",0,65,2,2,"2",NA,2,0,"Sul"
"6004","5",0,25,2,5,"2",NA,2,0,"Centro-Oeste"
"6005","5",0,19,2,3,"1",2,NA,0,"Centro-Oeste"
"6006","5",0,23,2,5,"0",NA,NA,0,"Norte"
"6007","5",1,60,1,1,"1",1,NA,1,"Sudeste"
"6008","5",0,27,2,2,"1",3,NA,NA,"Nordeste"
"6009","5",1,31,2,2,"0",NA,NA,NA,"Sudeste"
"6010","5",1,25,2,5,"0",NA,NA,NA,"Sul"
"6011","5",1,41,1,2,"1",1,NA,1,"Sudeste"
"6012","5",1,22,2,5,"2",NA,1,1,"Nordeste"
"6013","5",0,47,2,5,"1",3,NA,NA,"Nordeste"
"6014","5",1,20,2,5,"0",NA,NA,1,"Norte"
"6015","5",1,37,2,NA,"0",NA,NA,1,"Sudeste"
"6016","5",1,21,2,5,"2",NA,2,0,"Sudeste"
"6017","5",1,52,2,3,"0",NA,NA,0,"Sudeste"
"6018","5",1,18,2,4,"0",NA,NA,NA,"Centro-Oeste"
"6019","5",0,67,2,3,"0",NA,NA,1,"Sul"
"6020","5",0,18,2,5,"0",NA,NA,0,"Norte"
"6021","5",1,20,2,4,"2",NA,4,NA,"Centro-Oeste"
"6022","5",1,57,2,5,"2",NA,2,0,"Sudeste"
"6023","5",0,22,2,3,"0",NA,NA,NA,"Centro-Oeste"
"6024","5",1,50,2,5,"1",2,NA,0,"Sudeste"
"6025","5",0,40,2,4,"2",NA,2,0,"Centro-Oeste"
"6026","5",1,22,2,5,"2",NA,4,NA,"Sul"
"6027","5",1,44,2,1,"2",NA,1,1,"Norte"
"6028","5",1,24,2,5,"2",NA,2,0,"Nordeste"
"6029","5",1,30,2,2,"0",NA,NA,NA,"Sul"
"6030","5",1,35,1,5,"0",NA,NA,0,"Nordeste"
"6031","5",0,26,1,NA,"1",1,NA,1,"Nordeste"
"6032","5",0,21,2,NA,"0",NA,NA,NA,"Norte"
"6033","5",0,24,2,4,"0",NA,NA,NA,"Centro-Oeste"
"6034","5",0,30,2,5,"1",1,NA,1,"Nordeste"
"6035","5",0,21,2,5,"1",2,NA,0,"Centro-Oeste"
"6036","5",1,20,2,4,"0",NA,NA,1,"Sudeste"
"6037","5",0,26,2,2,"1",1,NA,1,"Norte"
"6038","5",0,25,2,5,"0",NA,NA,0,"Sudeste"
"6039","5",0,47,2,4,"1",3,NA,NA,"Nordeste"
"6040","5",1,23,2,1,"0",NA,NA,1,"Centro-Oeste"
"6041","5",0,33,2,5,"1",2,NA,0,"Nordeste"
"6042","5",0,35,2,5,"1",2,NA,0,"Sudeste"
"6043","5",0,24,2,1,"2",NA,2,0,"Norte"
"6044","5",1,49,1,NA,"2",NA,4,NA,"Sudeste"
"6045","5",1,20,2,5,"2",NA,2,0,"Nordeste"
"6046","5",1,56,2,5,"1",2,NA,0,"Sudeste"
"6047","5",0,29,2,3,"1",1,NA,1,"Nordeste"
"6048","5",1,69,3,1,"0",NA,NA,NA,"Nordeste"
"6049","5",1,24,2,5,"1",1,NA,1,"Nordeste"
"6050","5",0,67,3,5,"2",NA,2,0,"Nordeste"
"6051","5",0,21,2,5,"2",NA,4,NA,"Sudeste"
"6052","5",1,35,2,5,"0",NA,NA,NA,"Nordeste"
"6053","5",0,22,2,4,"1",2,NA,0,"Sudeste"
"6054","5",0,26,1,4,"0",NA,NA,NA,"Sudeste"
"6055","5",0,65,3,1,"1",1,NA,1,"Sul"
"6056","5",0,21,2,5,"1",2,NA,0,"Sudeste"
